ID,Dataset,Gender,ethnicity_census,Handedness,Age,AgeMonths,LCA_SEP,weighted_mean_track,weighted_mean_aim,weighted_mean_steer,ethnicity,ethnicity_3gp
933,SS,Female,5,Right,4,58,Benefits but coping,-0.169985771,-1.086312034,0.106032884,Asian/Asian British,Pakistani
934,PSY,Male,5,Right,7,95,Benefits but coping,0.288181575,-0.252267244,-0.039223793,Asian/Asian British,Pakistani
935,PSY,Male,5,Left,9,111,Most dep,0.780101238,NA,0.352515575,Asian/Asian British,Pakistani
936,SS,Male,5,Left,5,64,Most dep,0.217739924,-1.64920683,-0.128797993,Asian/Asian British,Pakistani
937,PSY,Female,5,Right,9,110,Benefits but coping,0.082961942,0.349924443,0.36500824,Asian/Asian British,Pakistani
938,SS,Female,5,Right,5,60,Benefits but coping,-0.620436854,0.920836317,-0.464800327,Asian/Asian British,Pakistani
939,PSY,Male,5,Right,8,96,Benefits but coping,0.396609425,NA,-0.298679154,Asian/Asian British,Pakistani
940,PSY,Male,5,Right,8,100,Benefits but coping,0.308584477,0.35642119,0.016813677,Asian/Asian British,Pakistani
941,PSY,Male,5,Right,9,113,Benefits but coping,0.077848908,0.206675634,0.355626805,Asian/Asian British,Pakistani
942,SS,Male,5,Right,5,66,Benefits but coping,-0.049767976,-1.323366036,-0.600319515,Asian/Asian British,Pakistani
943,PSY,Male,5,Right,8,105,Least dep and most educated,0.455259457,NA,0.403017577,Asian/Asian British,Pakistani
944,SS,Male,5,Right,4,58,Least dep and most educated,-0.664062198,NA,-0.232359006,Asian/Asian British,Pakistani
945,PSY,Female,5,Right,8,101,Benefits but coping,0.244238109,NA,0.255409259,Asian/Asian British,Pakistani
946,PSY,Male,6,Right,8,101,Most dep,0.342801867,0.968102836,0.214325481,Asian/Asian British,Other
947,SS,Male,6,Right,5,63,Most dep,-1.48722112,-0.52339552,0.00998264,Asian/Asian British,Other
948,PSY,Female,5,Right,9,115,Benefits but coping,0.573703003,0.364841041,0.003287194,Asian/Asian British,Pakistani
949,PSY,Male,5,Right,9,113,Employed no access to money,0.581500856,0.70507446,0.431743852,Asian/Asian British,Pakistani
950,SS,Male,5,Right,5,66,Employed no access to money,-0.446104676,-0.54721966,-0.132532501,Asian/Asian British,Pakistani
951,PSY,Male,16,Right,9,112,Most dep,0.454352129,0.629625925,0.348887561,Mixed,Other
952,SS,Male,16,Right,5,63,Most dep,0.325741065,-0.723635992,0.212322429,Mixed,Other
953,PSY,Male,5,Right,9,111,Benefits but coping,0.315364426,0.349213774,0.180291489,Asian/Asian British,Pakistani
954,SS,Male,5,Right,5,62,Benefits but coping,-1.446603154,-3.077936214,NA,Asian/Asian British,Pakistani
955,PSY,Male,5,Right,8,101,Benefits but coping,0.655383825,0.393926831,0.335931978,Asian/Asian British,Pakistani
956,PSY,Female,5,Right,8,105,Most dep,0.231931324,0.770721963,0.355793381,Asian/Asian British,Pakistani
957,SS,Female,5,Right,4,56,Most dep,-0.514948197,-1.281472801,0.261134178,Asian/Asian British,Pakistani
958,PSY,Male,5,Right,9,109,Benefits but coping,0.084353914,NA,0.265568886,Asian/Asian British,Pakistani
959,PSY,Male,5,Right,8,99,Benefits but coping,0.451430056,0.543897858,0.115086561,Asian/Asian British,Pakistani
960,SS,Male,5,Right,5,65,Benefits but coping,-1.21532078,NA,-1.886518269,Asian/Asian British,Pakistani
961,PSY,Male,5,Right,8,105,Most dep,0.346035149,0.564422261,0.441410923,Asian/Asian British,Pakistani
962,PSY,Female,5,Right,8,99,Most dep,0.267764922,NA,0.194922273,Asian/Asian British,Pakistani
963,PSY,Female,16,Right,7,92,Benefits but coping,0.61594279,0.395826061,-0.073216791,Mixed,Other
964,PSY,Female,5,Right,8,99,Benefits but coping,0.404017275,NA,0.161234662,Asian/Asian British,Pakistani
965,PSY,Female,5,Right,8,103,Benefits but coping,0.527234412,0.364378862,0.092573089,Asian/Asian British,Pakistani
966,PSY,Male,1,Right,7,95,Employed not mat dep,0.581077536,0.515892156,0.169673741,White,White British
967,PSY,Female,1,Right,8,97,Benefits but coping,-0.521169278,-1.148847063,0.170734665,White,White British
968,PSY,Female,13,Right,8,99,Most dep,0.462033003,0.833461188,0.207082358,Mixed,Other
969,SS,Female,13,Right,4,58,Most dep,-0.943887401,-0.439686952,0.229807271,Mixed,Other
970,PSY,Male,5,Right,7,91,Most dep,0.424946898,0.53066373,0.141251794,Asian/Asian British,Pakistani
971,SS,Male,5,Right,4,51,Most dep,-0.945100339,-1.113744519,-0.086459134,Asian/Asian British,Pakistani
972,PSY,Female,5,Right,7,93,Benefits but coping,0.064361693,-0.703204782,0.190387063,Asian/Asian British,Pakistani
973,PSY,Male,5,Right,8,97,Most dep,0.312985706,0.279564805,-0.102223154,Asian/Asian British,Pakistani
974,PSY,Female,5,Right,8,100,Benefits but coping,0.437321288,0.025105949,0.309341421,Asian/Asian British,Pakistani
975,PSY,Female,5,Right,8,101,Benefits but coping,0.352322652,0.4176574,0.258321145,Asian/Asian British,Pakistani
976,PSY,Male,5,Right,8,106,Benefits but coping,-0.060990148,0.741745936,0.171288907,Asian/Asian British,Pakistani
977,SS,Male,5,Right,4,57,Benefits but coping,-0.550763176,-1.459536995,-0.880065979,Asian/Asian British,Pakistani
978,PSY,Female,5,Right,7,93,Most dep,0.486902749,0.418003947,0.424664944,Asian/Asian British,Pakistani
979,PSY,Male,5,Right,9,113,Benefits but coping,0.661639078,0.580501755,0.229865471,Asian/Asian British,Pakistani
980,SS,Male,5,Right,5,67,Benefits but coping,-0.24287173,-0.196229785,0.129969787,Asian/Asian British,Pakistani
981,PSY,Female,5,Right,7,92,Benefits but coping,-0.145828953,0.284382741,0.128136552,Asian/Asian British,Pakistani
982,PSY,Male,5,Right,8,105,Most dep,0.28331501,0.323882348,0.324437951,Asian/Asian British,Pakistani
983,SS,Male,5,Right,4,56,Most dep,-0.689633086,-0.74932359,-0.274769831,Asian/Asian British,Pakistani
984,PSY,Female,1,Left,8,101,Benefits but coping,0.097465919,0.365509288,0.288863855,White,White British
985,PSY,Male,5,Right,8,97,Least dep and most educated,0.46171345,0.098920877,0.041565569,Asian/Asian British,Pakistani
986,PSY,Female,5,Left,8,101,Benefits but coping,0.440955239,0.000188518,0.110881956,Asian/Asian British,Pakistani
987,PSY,Male,5,Right,8,97,Least dep and most educated,-0.505628562,-0.71289402,-0.033406155,Asian/Asian British,Pakistani
988,PSY,Male,5,Right,7,92,Benefits but coping,-0.411488956,0.543963329,0.310362071,Asian/Asian British,Pakistani
989,SS,Male,5,Right,4,52,Benefits but coping,-0.397857355,-1.044351321,0.122122746,Asian/Asian British,Pakistani
990,PSY,Female,5,Right,9,113,Benefits but coping,0.25936004,1.060383,-0.184890262,Asian/Asian British,Pakistani
991,PSY,Female,5,Right,8,102,Employed not mat dep,0.736290263,0.511514876,0.291139997,Asian/Asian British,Pakistani
992,SS,Female,5,Right,5,62,Employed not mat dep,-0.406788017,-0.211923826,0.224560985,Asian/Asian British,Pakistani
993,PSY,Male,5,Left,9,114,Employed no access to money,0.754817841,0.821471537,0.228769546,Asian/Asian British,Pakistani
994,SS,Male,5,Left,5,65,Employed no access to money,0.018792056,-2.096946284,-0.767571009,Asian/Asian British,Pakistani
995,PSY,Male,5,Right,8,101,Benefits but coping,-0.183838942,0.474316246,0.32739792,Asian/Asian British,Pakistani
996,SS,Male,5,Right,5,60,Benefits but coping,-0.189689208,-0.419749373,0.031820083,Asian/Asian British,Pakistani
997,PSY,Male,5,Left,9,110,Benefits but coping,-0.299817319,-1.719205714,-0.27117882,Asian/Asian British,Pakistani
998,SS,Male,5,Left,5,61,Benefits but coping,-2.783619005,NA,-1.580452871,Asian/Asian British,Pakistani
999,PSY,Female,5,Right,8,101,Employed no access to money,0.083436682,0.614478982,-0.423274119,Asian/Asian British,Pakistani
1000,SS,Female,5,Right,5,60,Employed no access to money,-2.42376661,-1.22238072,-0.021158182,Asian/Asian British,Pakistani
1001,PSY,Male,5,Right,7,93,Benefits but coping,0.285512405,0.662335797,0.044916484,Asian/Asian British,Pakistani
1002,SS,Male,5,Right,4,53,Benefits but coping,-1.976320559,-0.584906136,0.020083646,Asian/Asian British,Pakistani
1003,PSY,Male,5,Left,9,112,Benefits but coping,0.606314722,0.565456958,-0.17942913,Asian/Asian British,Pakistani
1004,SS,Male,5,Left,5,63,Benefits but coping,-0.223988457,NA,-0.755456823,Asian/Asian British,Pakistani
1005,PSY,Male,5,Right,8,103,Most dep,0.311738542,0.625828397,0.163754521,Asian/Asian British,Pakistani
1006,SS,Male,5,Right,4,54,Most dep,-1.422151021,-0.926230292,-0.814358852,Asian/Asian British,Pakistani
1007,PSY,Female,5,Right,8,106,Employed no access to money,0.60578515,0.446306718,0.116379027,Asian/Asian British,Pakistani
1008,SS,Female,5,Right,4,57,Employed no access to money,-0.257157244,-1.969159386,-0.534324994,Asian/Asian British,Pakistani
1009,PSY,Male,5,Right,8,100,Least dep and most educated,0.383204837,0.354789988,0.044042206,Asian/Asian British,Pakistani
1010,SS,Male,5,Right,5,60,Least dep and most educated,-0.29382187,NA,-0.39969177,Asian/Asian British,Pakistani
1011,PSY,Female,5,Right,7,92,Most dep,0.60599332,0.490167908,-0.346705341,Asian/Asian British,Pakistani
1012,SS,Female,5,Right,4,51,Most dep,-0.350000868,-1.241839578,-0.207869911,Asian/Asian British,Pakistani
1013,PSY,Male,5,Right,7,93,Benefits but coping,-0.884253673,-0.211143675,0.109998982,Asian/Asian British,Pakistani
1014,SS,Male,5,Right,4,52,Benefits but coping,-0.544482812,-1.535318224,-1.924289189,Asian/Asian British,Pakistani
1015,PSY,Female,5,Right,9,111,Benefits but coping,0.069951764,0.249598862,0.304505129,Asian/Asian British,Pakistani
1016,SS,Female,5,Right,5,62,Benefits but coping,-0.434826427,0.013958528,-0.042776119,Asian/Asian British,Pakistani
1017,PSY,Male,5,Right,7,94,Benefits but coping,0.361174231,0.095274956,0.062973191,Asian/Asian British,Pakistani
1018,SS,Male,5,Right,4,54,Benefits but coping,-0.381395315,-2.342584804,-0.349596228,Asian/Asian British,Pakistani
1019,PSY,Male,5,Right,7,91,Least dep and most educated,-2.006854839,NA,0.016442317,Asian/Asian British,Pakistani
1020,PSY,Female,5,Right,7,95,Employed not mat dep,-1.194417382,-1.392070912,-0.641410837,Asian/Asian British,Pakistani
1021,SS,Female,5,Right,4,55,Employed not mat dep,-1.997349367,-1.070939896,-0.6855526,Asian/Asian British,Pakistani
1022,PSY,Male,5,Right,9,109,Least dep and most educated,0.378650446,0.300133962,-0.188286149,Asian/Asian British,Pakistani
1023,SS,Male,5,Right,5,60,Least dep and most educated,-0.087117891,-0.56779834,-0.009219263,Asian/Asian British,Pakistani
1024,PSY,Male,1,Right,8,97,Employed not mat dep,0.49421514,0.251083749,0.143258919,White,White British
1025,PSY,Female,5,Right,7,93,Benefits but coping,-0.278730633,0.321830244,-0.06855107,Asian/Asian British,Pakistani
1026,PSY,Male,5,Right,7,91,Benefits but coping,-0.276124347,-0.140518071,0.357071969,Asian/Asian British,Pakistani
1027,PSY,Male,5,Right,7,93,Least dep and most educated,0.459958292,0.30815544,0.178807913,Asian/Asian British,Pakistani
1028,PSY,Female,13,Right,8,99,Most dep,0.696447185,0.392988891,0.167040047,Mixed,Other
1029,PSY,Male,5,Left,8,99,Employed no access to money,0.503690568,0.521596592,0.101354156,Asian/Asian British,Pakistani
1030,SS,Male,5,Left,4,58,Employed no access to money,-1.227946136,NA,-0.244249989,Asian/Asian British,Pakistani
1031,PSY,Female,5,Right,8,100,Most dep,0.133472696,0.118892752,0.40941665,Asian/Asian British,Pakistani
1032,PSY,Male,5,Right,7,94,Employed not mat dep,0.399197929,0.321119782,0.084190708,Asian/Asian British,Pakistani
1033,PSY,Female,5,Right,8,102,Benefits but coping,0.315727467,0.012570684,-0.039559726,Asian/Asian British,Pakistani
1034,PSY,Female,5,Right,7,92,Benefits but coping,-0.221420866,0.337584525,-2.677230076,Asian/Asian British,Pakistani
1035,SS,Female,5,Right,4,52,Benefits but coping,-1.918321833,NA,0.013539981,Asian/Asian British,Pakistani
1036,PSY,Male,5,Right,7,95,Benefits but coping,-1.072542042,0.180419618,-0.387314478,Asian/Asian British,Pakistani
1037,SS,Male,5,Right,4,54,Benefits but coping,-2.121030155,NA,-0.26966681,Asian/Asian British,Pakistani
1038,PSY,Male,5,Right,9,111,Most dep,0.528613868,-0.038847675,0.127773783,Asian/Asian British,Pakistani
1039,SS,Male,5,Right,5,62,Most dep,-0.579787385,-1.676463418,-2.154893202,Asian/Asian British,Pakistani
1040,PSY,Male,5,Right,8,97,Employed no access to money,0.046531611,0.087869652,0.108236379,Asian/Asian British,Pakistani
1041,SS,Male,5,Right,4,57,Employed no access to money,-1.210403451,-1.076801034,-1.069701539,Asian/Asian British,Pakistani
1042,PSY,Female,5,Right,8,97,Benefits but coping,0.602298278,0.444180894,0.316991534,Asian/Asian British,Pakistani
1043,PSY,Male,5,Right,8,97,Most dep,-0.434759165,0.039712317,0.162022267,Asian/Asian British,Pakistani
1044,PSY,Male,7,Right,7,92,Most dep,0.479129936,0.389293309,-0.131712537,Asian/Asian British,Other
1045,PSY,Female,7,Right,7,95,Employed not mat dep,0.578050902,0.126783175,0.328451564,Asian/Asian British,Other
1046,PSY,Female,5,Left,7,93,Benefits but coping,0.574493996,-0.199935119,0.207694855,Asian/Asian British,Pakistani
1047,PSY,Male,5,Right,7,94,Most dep,-0.080003444,0.404945437,-0.474902639,Asian/Asian British,Pakistani
1048,SS,Male,5,Right,4,54,Most dep,-0.789352967,-1.363679759,-0.967054997,Asian/Asian British,Pakistani
1049,PSY,Male,5,Right,9,110,Benefits but coping,-0.160290393,-0.048715253,0.154424445,Asian/Asian British,Pakistani
1050,SS,Male,5,Right,5,61,Benefits but coping,0.302919103,-0.325366048,0.018502833,Asian/Asian British,Pakistani
1051,PSY,Male,5,Right,8,105,Benefits but coping,0.295453168,NA,0.359285471,Asian/Asian British,Pakistani
1052,PSY,Female,5,Left,8,106,Least dep and most educated,0.510168149,0.813526288,0.330972037,Asian/Asian British,Pakistani
1053,SS,Female,5,Left,4,56,Least dep and most educated,-0.431479206,NA,-0.650776803,Asian/Asian British,Pakistani
1054,PSY,Female,5,Right,7,93,Benefits but coping,-0.006095279,NA,0.058030556,Asian/Asian British,Pakistani
1055,SS,Female,5,Right,4,52,Benefits but coping,-0.899211834,-1.878925707,-0.184749349,Asian/Asian British,Pakistani
1056,PSY,Female,5,Right,7,91,Employed no access to money,0.468349144,0.207225421,0.119418355,Asian/Asian British,Pakistani
1057,PSY,Male,7,Right,7,92,Least dep and most educated,0.371330639,0.434505144,0.154933717,Asian/Asian British,Other
1058,PSY,Female,5,Right,9,111,Employed no access to money,0.337093866,0.344225144,0.31578893,Asian/Asian British,Pakistani
1059,SS,Female,5,Right,5,61,Employed no access to money,-0.02683422,-0.838088159,-0.974664342,Asian/Asian British,Pakistani
1060,PSY,Female,7,Right,9,108,Employed not mat dep,0.265286169,0.48308257,0.359343265,Asian/Asian British,Other
1061,SS,Female,7,Right,4,58,Employed not mat dep,-0.629741066,-0.381024897,-0.039613918,Asian/Asian British,Other
1062,PSY,Male,5,Right,7,88,Most dep,0.431048966,0.108268859,0.145719077,Asian/Asian British,Pakistani
1063,PSY,Male,5,Right,8,96,Least dep and most educated,-0.897462495,NA,-0.146542007,Asian/Asian British,Pakistani
1064,PSY,Male,5,Right,7,85,Benefits but coping,0.452914994,-0.037748302,0.183191252,Asian/Asian British,Pakistani
1065,PSY,Female,5,Right,8,104,Benefits but coping,-0.227913736,NA,0.172651007,Asian/Asian British,Pakistani
1066,SS,Female,5,Right,5,63,Benefits but coping,-1.37212804,-0.608407836,0.122128123,Asian/Asian British,Pakistani
1067,PSY,Female,5,Right,7,93,Employed no access to money,0.03250353,0.359682718,0.283712971,Asian/Asian British,Pakistani
1068,SS,Female,5,Right,4,52,Employed no access to money,-0.449826228,-0.870324919,-0.040500611,Asian/Asian British,Pakistani
1069,PSY,Female,2,Right,8,106,Most dep,0.438529632,0.061400595,0.422727056,White,Other
1070,SS,Female,2,Right,4,56,Most dep,-0.274355363,-1.137638319,0.157656731,White,Other
1071,PSY,Male,5,Right,8,96,Benefits but coping,-1.084183453,-0.299420122,-0.014892857,Asian/Asian British,Pakistani
1072,SS,Male,5,Right,4,55,Benefits but coping,-0.744524261,-1.510651959,-0.285216873,Asian/Asian British,Pakistani
1073,PSY,Male,5,Right,9,116,Benefits but coping,0.495857194,0.306894434,0.029025588,Asian/Asian British,Pakistani
1074,SS,Male,5,Right,5,67,Benefits but coping,0.331711496,-1.43301469,-0.589985565,Asian/Asian British,Pakistani
1075,PSY,Female,7,Left,8,103,Benefits but coping,-2.079396876,0.805743622,0.362636678,Asian/Asian British,Other
1076,SS,Female,7,Left,5,62,Benefits but coping,-0.522560928,-0.771040911,-0.310849943,Asian/Asian British,Other
1077,PSY,Female,5,Right,8,96,Benefits but coping,0.403558221,0.577792937,0.310804917,Asian/Asian British,Pakistani
1078,SS,Female,5,Right,4,55,Benefits but coping,0.128309522,-0.616992445,-0.125931607,Asian/Asian British,Pakistani
1079,PSY,Female,5,Right,8,98,Benefits but coping,-0.85396247,0.319935144,0.173234849,Asian/Asian British,Pakistani
1080,SS,Female,5,Right,4,57,Benefits but coping,-0.80720643,-0.708679229,0.187430315,Asian/Asian British,Pakistani
1081,PSY,Female,5,Left,7,87,Benefits but coping,-0.181743297,-0.881580399,0.004797572,Asian/Asian British,Pakistani
1082,PSY,Male,5,Left,7,91,Benefits but coping,-0.905210964,-0.022356991,0.060172028,Asian/Asian British,Pakistani
1083,PSY,Female,5,Right,8,100,Benefits but coping,0.007920406,0.208863039,0.288291875,Asian/Asian British,Pakistani
1084,SS,Female,5,Right,4,59,Benefits but coping,0.036614157,-0.591785831,-0.407443651,Asian/Asian British,Pakistani
1085,PSY,Male,5,Right,9,114,Employed not mat dep,-1.002741023,0.037461452,0.312122751,Asian/Asian British,Pakistani
1086,SS,Male,5,Right,5,64,Employed not mat dep,-0.130881667,-1.081140746,-0.179359753,Asian/Asian British,Pakistani
1087,PSY,Female,5,Right,8,98,Benefits but coping,-1.88173916,0.074959408,-0.105927571,Asian/Asian British,Pakistani
1088,SS,Female,5,Right,4,57,Benefits but coping,-1.119294835,NA,-3.132529655,Asian/Asian British,Pakistani
1089,PSY,Male,5,Left,7,90,Benefits but coping,-0.291479082,0.428805057,0.205039922,Asian/Asian British,Pakistani
1090,PSY,Male,6,Right,8,101,Employed not mat dep,0.54044664,0.298049884,0.288046194,Asian/Asian British,Other
1091,PSY,Male,5,Right,8,97,Benefits but coping,0.724512205,0.730118014,0.287794656,Asian/Asian British,Pakistani
